"A_1"	"A_2"	"A_3"	"A_4"	"A_5"	"B_1"	"B_2"	"B_3"	"B_4"	"B_5"
"ODF3B"	0.121182	0.313723	0.466892	0.23393	1.0015	0.440121	0.387683	0.487526	0.522011	1.19137
"ODF3L1"	0.274765	0.292294	0.243705	0.148245	0.162257	0.0591543	0.123229	0.114346	0.102042	0.224234
"ODF3L2"	0.0454042	0.0417371	0.0746025	0.0311379	0.126043	0.112832	0.115021	0.0815511	0.0808735	0.110718
"ODF4"	0	0	0	0	0	0	0	0	0	0
"ODZ1"	0.659149	0.630628	0.599629	0.610056	0.899927	5.98322	5.96389	6.1684	5.55303	6.32047
"ODZ2"	0.317476	0.348008	0.326408	0.348573	0.482971	3.14158	3.13803	3.18665	3.02486	3.05923
"ODZ3"	2.12841	2.11192	2.19945	2.07087	2.6029	2.72526	2.71234	2.72877	2.54055	2.91977
"ODZ4"	0.353371	0.389917	0.371541	0.370026	0.408153	1.77021	1.95253	1.66937	1.69861	1.69351
"OFD1"	10.338	9.17494	9.51881	9.77424	10.3438	3.81321	3.54538	3.76397	3.92386	3.7741
"OGDH"	24.8343	30.561	27.6457	25.8118	28.6637	30.584	32.1815	28.8341	29.5579	27.0108
"OGDHL"	2.12942	2.66007	2.56543	2.31348	2.56476	25.5371	26.89	25.6714	26.2192	23.0936
"OGFOD1"	20.2592	19.0578	18.6658	19.3025	19.8158	8.78243	8.74818	8.81065	8.7474	8.89816
"OGFOD2"	3.20045	4.87197	5.0822	4.30438	6.00223	3.12894	3.11495	2.87211	3.01747	3.30601
"OGFR"	6.93683	9.78096	10.0627	8.48485	25.0942	7.39767	6.74751	7.20982	7.61953	15.3174
"OGFRL1"	6.88979	5.94038	5.80482	6.76473	7.51849	17.6395	17.9278	19.0241	17.5579	18.7973
"OGG1"	7.28278	9.12017	9.21437	8.07198	9.37819	5.83995	6.20046	6.07744	5.66139	5.56456
"OGN"	1.12723	0.854983	1.01876	1.20501	1.21858	1.95138	1.90849	2.22823	2.05346	2.32032
"OGT"	54.2667	50.4017	50.2939	51.6122	54.5071	33.1248	32.4141	33.0247	31.7888	33.512
"OIP5"	12.156	11.7263	11.2279	12.1111	14.4775	0.151438	0.236534	0.192026	0.22849	0.264839
"OIT3"	0.0844709	0.0820067	0.0488793	0.114231	0.0617731	0.0462607	0.0664551	0.0444688	0.058218	0.0724483
"OLA1"	31.7228	28.2056	30.5732	31.0117	31.2463	20.0039	19.9811	20.9567	20.3737	21.605
"OLAH"	0.175637	0.208454	0.284374	0.204123	0.110065	0.130764	0.147445	0.148928	0.0693513	0.0703274
"OLFM1"	5.74235	5.52923	5.52859	5.61792	5.063	212.671	211.838	213.329	208.854	197.429
"OLFM2"	2.26638	3.53338	3.21745	2.35632	4.04997	29.4404	29.8017	27.2835	29.2215	35.9045
"OLFM3"	0.0132555	0.014561	0.0108513	0.00271681	0.00912714	11.8555	11.0606	12.1505	11.2746	12.3528
"OLFM4"	0.00396523	0.00435854	0.00649561	0.0195162	0	0.191896	0.211901	0.237443	0.248866	0.211705
"OLFML1"	0.179475	0.162209	0.124138	0.11451	0.153978	0.471403	0.454701	0.506185	0.458218	0.329096
"OLFML2A"	2.27369	2.25094	2.20535	2.08898	2.36324	0.67977	0.731866	0.689621	0.633411	0.65879
"OLFML2B"	0.60906	0.901702	0.75855	0.783607	0.97495	1.01135	1.11055	1.00026	1.18668	1.01447
"OLFML3"	15.8607	16.2338	15.5803	16.1442	14.156	2.63494	3.15795	2.53097	2.70874	2.25323
"OLIG1"	0.510923	0.47139	0.541608	0.46618	0.820108	17.6733	17.8943	16.9687	17.7047	31.1519
"OLIG2"	0.311309	0.347527	0.243706	0.316546	0.449009	9.50709	9.80683	9.53085	9.49827	14.2583
"OLIG3"	0.0107417	0.0295587	0.0264257	0.0352903	0.0296979	0	0	0	0	0
"OLR1"	3.0826	3.01085	2.75011	2.81291	3.05375	2.5167	2.56366	2.37208	2.45052	2.47144
"OMA1"	7.87551	6.37624	7.1605	7.35209	7.10528	2.59658	2.80146	3.09865	3.14755	3.16468
"OMD"	0.119389	0.080807	0.165574	0.116835	0.0760618	1.04297	1.02723	1.24044	1.23682	1.41271
"OMG"	0.264631	0.208248	0.248199	0.212353	0.244298	41.3347	40.2698	40.8412	39.7142	41.9351
"OMP"	0.130571	0.0738341	0.0547817	0.0274786	0.0475225	0.0614029	0.0299877	0	0	0.0549021
"ONECUT1"	0.576029	0.552672	0.742067	0.46328	0.926124	0.0288457	0.0276489	0.0277612	0.0528619	0.0100507
"ONECUT2"	1.10601	0.985545	1.10183	1.00311	1.32675	0.293376	0.27099	0.253988	0.255105	0.292889
"ONECUT3"	0	0	0	0	0	0	0	0	0	0
"OOEP"	0.378781	0.188195	0.419637	0.245408	0.299594	0.0394157	0	0	0	0
"OPA1"	14.3159	12.1123	13.5924	13.1144	14.9338	16.2039	15.383	16.4982	15.9249	17.5015
"OPA3"	4.49279	4.80232	4.47018	4.71604	4.17172	3.05143	3.44129	3.1188	3.41414	2.952
"OPALIN"	0.0325767	0.0322048	0.0480005	0.0320473	0.0538287	30.5515	30.1971	30.7754	29.9006	30.3957
"OPCML"	0.0213964	0.0352027	0.0314911	0.0255464	0.0360623	25.4032	25.469	26.0451	24.872	26.5236
"OPHN1"	5.14957	4.64033	4.87436	5.01266	4.79966	5.47084	5.37721	5.51286	5.51425	5.54552
"OPLAH"	0.883823	1.46655	1.51159	1.0969	3.918	1.41705	1.10985	1.30611	1.42785	2.67196
"OPN1LW"	0	0	0	0.00838546	0.00472625	0	0	0	0	0
"OPN1MW"	0	0	0	0	2.6069e-08	0	0	0	0	0
"OPN1MW"	0	0	0	0	2.6069e-08	0	0	0	0	0
"OPN1MW2"	0	0	0	0	0.0045169	0	0	0	0	0
"OPN1MW2"	0	0	0	0	0.0045169	0	0	0	0	0
"OPN1SW"	0.0698049	0.0773098	0.0959049	0.0528513	0.0162714	0.0325742	0.0470138	0.0210106	0.0749956	0.133114
"OPN3"	8.28113	7.83891	7.68952	7.86859	8.23618	5.1259	4.92706	4.90896	4.5843	5.25038
"OPN4"	0.0296649	0.0489582	0.0567416	0.0324745	0.0887807	0.430862	0.466524	0.292073	0.373081	0.336402
"OPN5"	0.00329326	0.00361756	0	0.00810072	0	0.0337122	0.0116669	0.0176474	0.0315085	0.0159724
"OPRD1"	0.0338603	0.0223929	0.0222392	0.0111382	0.093858	0.479486	0.477928	0.370589	0.361498	0.25294
"OPRK1"	0.130011	0.0575693	0.100743	0.0971482	0.137944	1.14558	1.05652	1.16345	1.14276	1.16352
"OPRL1"	0.593521	0.953088	1.02859	0.729391	1.11243	4.62525	4.67615	4.82601	4.60432	5.09007
"OPRM1"	0	0	0	0	0	1.14578	1.17225	1.18515	1.07301	1.02844
"OPTC"	0.0680619	0.0751474	0.0839391	0.0280295	0.0473181	0.0158622	0	0.00765006	0	0.0138481
"OPTN"	12.9964	12.6939	12.6291	13.2728	12.3773	38.1662	36.8534	38.1446	38.6553	37.0518
"OR10A2"	0	0.0161025	0	0.0360175	0	0	0	0.0394263	0.0156345	0.0237891
"OR10A3"	0	0	0	0.0229942	0	0	0.012505	0	0	0
"OR10A4"	0.0130632	0	0	0.0324106	0	0.0243964	0	0	0.0140607	0
"OR10A5"	0.0137347	0.015243	0.0453683	0.0227315	0	0	0	0	0	0
"OR10A6"	0.0138915	0	0	0	0	0	0	0	0	0
"OR10A7"	0	0	0	0	0	0	0	0	0	0
"OR10AD1"	0.0412042	0.045729	0.0226841	0.113658	0.0385704	0.128284	0.222512	0.124372	0.266335	0.0675395
"OR10AG1"	0	0	0	0.0121032	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0
"OR10G2"	0	0	0	0	0	0	0	0	0	0.0231335
"OR10G3"	0	0	0	0	0	0	0	0	0	0
"OR10G4"	0.00702594	0	0	0.0155087	0	0	0.0126515	0	0	0
"OR10G7"	0	0	0	0.00387718	0.0197423	0	0.0126515	0	0	0.0230428
"OR10G8"	0	0	0	0	0	0	0	0	0	0
"OR10G9"	0.00702594	0	0	0.00387718	0	0	0	0.0254596	0	0
"OR10H1"	0	0.0125875	0.0187389	0	0	0.0106091	0.00510303	0	0.00610483	0
"OR10H2"	0	0	0	0	0	0	0	0	0	0
"OR10H3"	0	0	0	0	0	0	0	0	0	0
"OR10H4"	0	0	0	0	0	0	0	0	0	0
"OR10H5"	0.0415165	0.0153601	0	0.034359	0	0.0387785	0.043599	0	0.0223659	0.045374
"OR10J1"	0	0	0	0	0	0	0	0	0	0
"OR10J3"	0	0.0145761	0	0	0	0	0	0	0	0
"OR10J5"	0	0	0	0	0	0	0	0	0	0
"OR10K1"	0	0	0	0	0	0	0	0	0	0
"OR10K2"	0	0.0155392	0	0	0.0393292	0	0	0	0	0
"OR10P1"	0	0	0	0.0115416	0	0	0	0	0	0
"OR10Q1"	0	0	0	0	0.0174249	0	0	0	0	0
"OR10R2"	0.0771826	0	0	0	0.0360654	0	0	0	0	0
"OR10S1"	0	0	0	0	0	0.0121836	0	0	0	0
"OR10T2"	0.125023	0.0154194	0.0458921	0.0344913	0.0195111	0	0	0	0	0
"OR10V1"	0	0	0	0	0	0	0.0127511	0	0	0
"OR10V2P"	0.0178537	0.0397907	0.0295893	0.0444878	0.0252645	0.233813	0.29053	0.0812867	0.135363	0.0588554
"OR10W1"	0.00834569	0	0	0.0068729	0	0	0	0	0	0
"OR10X1"	0	0	0	0	0	0	0	0	0	0
"OR10Z1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11A1"	0	0	0	0	0	0	0	0	0	0
"OR11G2"	0	0	0	0	0	0	0	0	0	0
"OR11H1"	0.0066425	0.00736865	0	0.0109891	0	0	0	0	0	0
"OR11H12"	0.0066425	0.0221059	0	0	0	0	0	0	0	0
"OR11H2"	0.0353911	0	0	0.00974529	0	0	0	0.0106547	0	0
"OR11H4"	0	0	0	0	0	0.0249954	0	0	0.0288204	0
"OR11H6"	0	0	0	0	0	0	0	0	0	0.0214451
"OR11L1"	0.0134812	0	0.0222606	0	0	0	0	0	0	0
"OR12D2"	0	0	0.0206183	0	0	0	0	0	0	0
"OR12D2"	0	0	0	0	0	0	0	0	0	0
"OR12D2"	0	0	0	0	0	0	0	0	0	0
"OR12D2"	0	0	0	0	0	0	0	0	0	0
"OR12D2"	0	0	0	0	0	0	0	0	0	0
"OR12D2"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR12D3"	0	0	0	0	0	0	0	0	0	0
"OR13A1"	0	0.0062768	0.0187041	0.00936713	0.0236557	0.111485	0.101736	0.0868153	0.103322	0.138665
"OR13C2"	0	0	0	0	0	0	0.0307869	0	0	0.0448545
"OR13C3"	0	0	0	0	0	0	0	0	0	0
"OR13C4"	0	0.0151851	0	0.0113227	0	0	0	0.0123897	0	0
"OR13C5"	0	0	0	0	0	0	0.0431016	0	0.01474	0
"OR13C8"	0	0	0	0	0	0	0	0.0122959	0	0
"OR13C9"	0	0	0	0	0	0	0	0	0	0
"OR13D1"	0	0.0137254	0	0	0	0.0231219	0	0	0	0
"OR13F1"	0	0	0	0	0	0	0	0	0	0.022342
"OR13G1"	0	0	0	0.0118157	0	0	0	0	0	0
"OR13H1"	0.014216	0	0	0.0235382	0.019979	0	0.0128015	0	0	0
"OR13J1"	0.027996	0.0310784	0	0	0.0196646	0.196134	0.214239	0.418443	0.316789	0.206575
"OR14A16"	0	0	0	0	0	0	0	0	0	0
"OR14C36"	0	0.0155392	0	0	0	0	0.0252045	0	0	0
"OR14I1"	0.0140519	0	0	0.0465261	0	0.787571	0.936212	0.789248	0.923804	0.783456
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR14J1"	0	0	0	0	0	0	0	0	0	0
"OR1A1"	0	0	0	0	0	0	0	0	0	0
"OR1A2"	0	0	0	0	0	0	0	0	0	0.023225
"OR1B1"	0	0	0	0	0	0.0127801	0.0369442	0.0123897	0.01474	0
"OR1C1"	0	0	0	0	0	0	0.012505	0	0.0149683	0
"OR1D2"	0	0	0	0	0	0.0130756	0.0126023	0	0	0
"OR1D4"	0	0	0	0	0	0	0	0.0232405	0	0
"OR1D5"	0.013998	0	0	0	0	0	0	0.0126801	0	0
"OR1E1"	0	0	0	0	0	0.0454146	0.0312624	0	0	0.0227749
"OR1E2"	0	0	0	0	0	0.0313597	0.0181275	0.0121577	0	0
"OR1F1"	0.13998	0.0776961	0.0924962	0.0811046	0.0786584	0.823763	0.894762	0.951007	0.784431	0.941066
"OR1F2P"	0	0.0733261	0.043652	0.0109355	0.0185457	0.209884	0.166497	0.16749	0.1281	0.0649676
"OR1G1"	0	0.0154791	0	0	0	0	0	0.0126308	0	0
"OR1I1"	0	0	0	0	0	0	0	0	0	0
"OR1J1"	0.0134812	0.0448735	0.0445213	0.0334602	0.0189202	0	0	0	0	0
"OR1J2"	0	0.0154791	0	0.0115416	0	0.0130254	0.0125534	0	0	0
"OR1J4"	0.0697227	0.0154791	0	0.0461663	0.0195875	0	0	0	0	0
"OR1K1"	0.0137866	0.0306027	0	0	0	0	0.0124091	0	0.0148533	0.0225997
"OR1L1"	0	0	0	0	0	0.0131772	0.0127011	0	0	0
"OR1L3"	0	0.0148468	0	0	0	0.0374931	0.0602002	0	0	0.0219252
"OR1L4"	0	0	0	0	0	0.0131262	0	0	0.0757216	0
"OR1L6"	0	0	0	0	0	0.0131262	0	0	0	0
"OR1L8"	0.0283217	0.0157225	0.0233963	0.0117229	0	0.0529141	0.0255023	0.0641522	0.0915837	0.0696749
"OR1M1"	0	0	0	0	0.0195875	0	0	0	0	0
"OR1N1"	0	0.0155998	0	0	0	0	0	0.0254596	0	0.0230428
"OR1N2"	0	0	0	0	0	0	0	0	0	0
"OR1Q1"	0.0138915	0.0462581	0.0458921	0.0344913	0.0195111	0.0129756	0	0.0377454	0	0.0227749
"OR1S1"	0	0	0	0	0	0	0	0	0	0
"OR1S2"	0	0	0	0	0	0	0	0	0	0
"OR2A1"	0.00705308	0.00783048	0.0233048	0.00583852	0.0396411	0.0329429	0.0381034	0.0383398	0.0152039	0.0809674
"OR2A12"	0	0	0	0.011677	0	0	0	0	0	0
"OR2A14"	0	0	0	0	0.0198206	0.0131772	0	0	0	0
"OR2A2"	0	0	0	0	0	0	0	0	0	0
"OR2A20P"	0.758157	0.790814	0.79394	0.732814	0.795708	0.254135	0.325266	0.298703	0.284219	0.316594
"OR2A20P"	0.784647	0.790814	0.786846	0.769779	0.783919	0.252654	0.325266	0.298703	0.29206	0.316594
"OR2A25"	0	0	0	0	0	0	0	0	0	0
"OR2A4"	0.141062	0.0887454	0.217512	0.13234	0.158565	0.0395315	0.0190517	0.0575097	0.0684176	0.0115668
"OR2A42"	0.00705308	0.0234914	0.0233048	0.00583852	0.0198206	0.04612	0.0254023	0.0383398	0.0152039	0.0115668
"OR2A5"	0	0	0	0	0	0	0	0	0	0
"OR2A7"	0.0773369	0.058448	0.0314187	0.139068	0.140314	0.0327196	0.0208396	0.0444226	0.119407	0.049288
"OR2A9P"	0.628799	0.655563	0.545262	0.58383	0.630807	0.239377	0.303158	0.229929	0.31142	0.170396
"OR2A9P"	0.614644	0.655563	0.555517	0.573406	0.623248	0.23829	0.303158	0.229929	0.318342	0.170396
"OR2AE1"	0	0.0149021	0.0443556	0	0	0.0627195	0.0362549	0.0607886	0	0
"OR2AG1"	0.0130166	0.0144358	0	0	0	0.024309	0.0468255	0	0	0
"OR2AG2"	0.0413598	0.091808	0	0.0342277	0.0387198	0.0257542	0.0496365	0.012485	0.0297066	0.0225997
"OR2AK2"	0	0.0142641	0	0	0.0180327	0.0240222	0.034701	0.0581741	0.0138424	0
"OR2AT4"	0.108652	0.150706	0.201853	0.168561	0.17158	0	0	0.0122959	0	0
"OR2B11"	0.0137347	0	0	0	0	0.0128284	0.0123618	0	0	0
"OR2B2"	0.197176	0.126271	0.188006	0.205485	0.02896	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B3"	0	0	0	0	0	0	0	0	0	0
"OR2B6"	1.05979	0.82039	0.737111	1.05028	0.803088	0	0	0	0	0
"OR2C1"	0.0871798	0.0276088	0.0821888	0.0617657	0	0.186031	0.313427	0.146357	0.241103	0.224171
"OR2C3"	0	0	0.00694186	0.00347622	0.00584434	0.01183	0.0075491	0.0113637	0.0315588	0.0137139
"OR2D2"	0.014216	0.0157846	0	0	0	0.0132803	0.0128015	0	0.0459735	0
"OR2D3"	0	0.0145232	0	0.0216593	0	0.0122275	0	0	0	0
"OR2F1"	0	0	0	0	0	0.0109633	0	0	0	0
"OR2F2"	0	0	0	0	0	0	0	0	0	0
"OR2G2"	0	0	0	0	0	0.0128284	0.0123618	0	0.0147964	0
"OR2G3"	0	0	0	0	0	0	0	0	0	0
"OR2G6"	0	0	0	0.0114092	0	0.0128771	0	0	0	0
"OR2H1"	0.0308616	0.0296793	0.0442323	0.0094926	0.00531784	0.00359009	0.0171776	0.0241313	0.00410312	0.00624044
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H1"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0.54375	0.468593	0.498226	0.519187	0.355191	0.327095	0.488525	0.382111	0.467619	0.296436
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0.0137254	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J2"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0.0155998	0	0.0581576	0.0197423	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2J3"	0	0	0	0	0	0	0	0	0	0
"OR2K2"	0	0	0.0227708	0	0	0.0515085	0.111682	0.0624251	0.0148533	0.0451995
"OR2L13"	0	0.00698606	0	0	0.00878113	1.9491	2.00998	2.11487	1.94856	2.06854
"OR2L1P"	0	0	0	0	0.0200324	0.013315	0.0385061	0.0129155	0.0614604	0
"OR2L2"	0	0	0	0.00925189	0	0.0104566	0.11064	0.0910133	0.0962581	0.0549164
"OR2L3"	0	0	0	0	0	0.0392268	0.0378068	0.0634004	0.0603408	0.0918113
"OR2L8"	0	0	0	0	0	0	0	0.0126801	0.0050284	0
"OR2M1P"	0	0.0501993	0.0373037	0	0.0320059	0	0	0.0205442	0	0
"OR2M2"	0	0.0273569	0	0.0204009	0.0345686	0	0	0	0	0
"OR2M3"	0.013998	0.0155392	0.0231241	0.0347591	0	0.0130756	0	0.0126801	0.0075426	0
"OR2M4"	0.0421556	0.140399	0.0696423	0.116315	0.0789691	0.0656309	0.075909	0.0509192	0.0605773	0.0460856
"OR2M5"	0	0	0	0	0	0	0	0	0.0075426	0
"OR2M7"	0	0	0	0	0	0.0130756	0.0126023	0.0126801	0	0
"OR2S2"	0	0	0	0	0	0.0344481	0.0110537	0	0.0396796	0.0201233
"OR2T1"	0	0	0	0	0	0.0107208	0	0	0.0246792	0.0187733
"OR2T10"	0	0	0	0	0	0	0.0252045	0	0	0
"OR2T11"	0	0	0	0	0	0	0	0	0	0
"OR2T12"	0	0.00502354	0.0299042	0.0168561	0.0127097	0.0338255	0.0183327	0.00614793	0.0182855	0
"OR2T2"	0	0	0	0	0	0	0	0	0	0
"OR2T27"	0	0	0	0	0	0	0	0	0.0147964	0
"OR2T29"	0	0	0.011429	0	0	0.00646308	0.00622842	0.00626661	0.0149106	0
"OR2T3"	0	0	0	0	0	0	0	0	0	0
"OR2T33"	0.0611167	0.0200941	0.00747604	0.0056187	0.0413064	0.0845638	0.103885	0.0614793	0.0182855	0.0111287
"OR2T34"	0	0	0	0	0	0	0	0	0	0
"OR2T35"	0	0	0	0	0	0	0	0	0	0
"OR2T4"	0	0	0	0.0406629	0.0172248	0.0574135	0.0221075	0.0444675	0.026453	0.0201233
"OR2T5"	0	0	0.011429	0	0	0.00646308	0.0186853	0.00626661	0.0149106	0
"OR2T6"	0	0	0	0	0	0.0398409	0	0.038644	0.0153245	0.0233171
"OR2T8"	0.034995	0.0466176	0.00770802	0.0231728	0.0819358	0.126397	0.0630114	0.158501	0.124453	0.195099
"OR2V2"	0	0	0	0	0	0.0129262	0	0	0	0
"OR2W1"	0	0	0.0224281	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W1"	0	0	0	0	0	0	0	0	0	0
"OR2W3"	0.625117	0.663032	0.504813	0.528867	0.526798	0.882341	0.712782	0.993962	0.733449	0.501048
"OR2W5"	0	0	0	0.00761524	0	0	0	0	0	0
"OR2Y1"	0	0	0	0	0	0	0	0	0	0
"OR2Z1"	0	0	0	0	0	0	0	0	0	0
"OR3A1"	0	0.0153601	0	0.034359	0.0388704	0	0.0124568	0.0877326	0.0149106	0
"OR3A2"	0.224144	0.326686	0.262604	0.287486	0.222807	0.110107	0.137743	0.133184	0.0697232	0.0482169
"OR3A3"	0.0270623	0.120112	0.100548	0.0727691	0.0664722	0.037912	0.14611	0.0306237	0.0510063	0.0110867
"OR3A4P"	0.0209538	0.0115901	0.0345126	0.00864451	0	0	0	0	0	0
"OR4A15"	0	0	0	0	0	0	0	0	0	0
"OR4A16"	0	0	0	0	0	0	0	0	0	0
"OR4A47"	0	0	0	0	0	0	0.0127511	0	0	0
"OR4A5"	0	0	0	0	0	0	0	0	0	0
"OR4B1"	0	0	0	0	0	0	0	0	0	0
"OR4C11"	0	0	0	0	0	0	0	0	0	0
"OR4C12"	0	0	0	0	0	0	0	0	0	0
"OR4C13"	0	0	0	0	0	0	0	0	0	0
"OR4C15"	0	0	0	0	0	0	0	0	0	0
"OR4C16"	0	0	0	0	0	0	0	0	0	0
"OR4C3"	0	0	0	0	0	0	0	0	0	0
"OR4C45"	0	0	0	0	0	0	0	0	0	0
"OR4C46"	0	0	0	0	0	0	0	0	0	0
"OR4C6"	0	0.0314451	0	0.0234458	0.0198995	0	0	0	0	0
"OR4D1"	0	0	0	0	0	0.0131772	0	0	0	0
"OR4D10"	0	0	0	0	0	0	0	0	0	0
"OR4D11"	0	0	0	0	0	0	0	0	0	0
"OR4D2"	0	0	0	0	0	0	0	0	0	0
"OR4D5"	0	0	0	0	0	0	0	0	0	0
"OR4D6"	0	0	0	0	0	0	0	0	0	0
"OR4D9"	0	0	0	0	0	0	0	0	0	0
"OR4E2"	0	0	0	0	0	0	0	0	0	0
"OR4F15"	0.06999	0.0155392	0	0.0115864	0	0	0.0126023	0	0	0
"OR4F16"	0.013998	0.0479126	0.0443211	0.0540698	0.0491615	0.020703	0.0178532	0.0232468	0.0175994	0.0267783
"OR4F17"	0.014384	0.00798691	0	0	0.0101108	0	0	0	0	0
"OR4F21"	0.027996	0.0582721	0.0289051	0.0347591	0.0294969	0.0163445	0.0346563	0.0443803	0.0075426	0.0114764
"OR4F3"	0.013998	0.078991	0.0443211	0.0540698	0.0491615	0.020703	0.0178532	0.0232468	0.0175994	0.0267783
"OR4F3"	0.013998	0.0479126	0.0443211	0.0540698	0.0491615	0.020703	0.0178532	0.0232468	0.0175994	0.0267783
"OR4F4"	0.014384	0	0	0	0.0101108	0	0	0	0	0
"OR4F5"	0	0.00798691	0	0.01191	0.0202215	0	0	0	0	0
"OR4F6"	0	0	0	0.0115864	0	0	0.0126023	0	0	0
"OR4K1"	0	0	0	0	0	0	0	0	0	0
"OR4K13"	0	0	0	0	0	0	0	0	0	0
"OR4K14"	0	0	0	0	0	0	0	0	0	0
"OR4K15"	0	0	0	0	0	0	0	0	0	0
"OR4K17"	0	0	0	0	0	0	0	0	0	0
"OR4K2"	0	0	0	0	0	0	0	0	0	0
"OR4K5"	0	0	0	0	0	0	0	0	0	0
"OR4L1"	0	0	0	0	0	0	0	0	0	0
"OR4M1"	0	0	0	0	0	0	0	0	0	0
"OR4M2"	0	0	0	0	0	0	0	0	0	0
"OR4N2"	0.0142716	0	0	0	0	0.0133325	0.0257047	0.019399	0.0153855	0.02341
"OR4N3P"	0.014088	0	0	0	0	0	0.0126845	0	0	0
"OR4N4"	0	0.0204005	0	0	0	0.017217	0.00826896	0.0290825	0.0197751	0.0300827
"OR4N5"	0	0	0	0	0	0	0	0	0	0
"OR4P4"	0	0	0	0	0	0	0	0	0	0
"OR4Q3"	0	0	0	0	0	0	0	0	0	0
"OR4S1"	0	0	0	0	0	0	0	0	0	0
"OR4S2"	0	0	0	0	0	0	0	0	0	0
"OR4X1"	0	0	0	0	0	0	0	0	0	0
"OR4X2"	0	0.0161025	0	0	0	0	0	0	0	0
"OR51A2"	0	0	0	0	0	0	0	0	0	0
"OR51A4"	0	0	0	0	0	0	0	0	0	0
"OR51A7"	0	0	0	0	0	0	0	0	0	0
"OR51B2"	0.231627	0.108072	0.301624	0.19141	0.273086	0	0.010954	0	0	0.0199412
