SLC25A26	ENSG00000261657
RNU6-517P	ENSG00000207090
FIZ1	ENSG00000179943
CYCSP19	ENSG00000213310
PIH1D2	ENSG00000150773
ARGFXP1	ENSG00000240058
POU5F1	ENSG00000229094
C19orf54	ENSG00000188493
OR2H2	ENSG00000229680
NKX6-3	ENSG00000165066
CDV3	ENSG00000091527
UTF1	ENSG00000171794
ACTL9	ENSG00000181786
PAK7	ENSG00000101349
ZKSCAN8	ENSG00000198315
CLEC4E	ENSG00000166523
CSGALNACT1	ENSG00000147408
MIR377	ENSG00000199015
VENTX	ENSG00000151650
OFD1P10Y	ENSG00000225466
MIR541	ENSG00000216179
MIR409	ENSG00000199107
MIR412	ENSG00000199012
OR2Z1	ENSG00000181733
LYRM7	ENSG00000186687
MIR369	ENSG00000199025
RN7SL689P	ENSG00000263432
MIR410	ENSG00000199092
MIR656	ENSG00000207959
EGFL8	ENSG00000239974
HSFY6P	ENSG00000224169
PAWRP1	ENSG00000225533
RN7SKP277	ENSG00000252704
FBXO41	ENSG00000163013
MEG9	ENSG00000223403
USP9YP18	ENSG00000223407
FREM2	ENSG00000150893
PNPT1P2	ENSG00000233272
RN7SL711P	ENSG00000263654
OR7K1P	ENSG00000258275
GALNT13	ENSG00000144278
LSMEM1	ENSG00000181016
RNF138	ENSG00000134758
PGA4	ENSG00000229183
MORC2	ENSG00000133422
TRIM34	ENSG00000258659
SNORD92	ENSG00000264994
PSMC3IP	ENSG00000131470
RXRB	ENSG00000228333
DEDD2	ENSG00000160570
RPL7P42	ENSG00000241825
ZNF558	ENSG00000167785
C6orf123	ENSG00000146521
ENTPD1-AS1	ENSG00000226688
KRT8P39	ENSG00000233560
SNORD53	ENSG00000265145
CYB5AP5	ENSG00000257503
FHL2	ENSG00000115641
LINGO2	ENSG00000174482
VIPR1-AS1	ENSG00000232354
KTI12	ENSG00000198841
RNU6-1080P	ENSG00000206709
RNU6-738P	ENSG00000207261
NOVA1-AS1	ENSG00000257842
KRT8P33	ENSG00000250539
RNU6-1198P	ENSG00000252713
PLCL1	ENSG00000115896
MIR4284	ENSG00000265724
VARS	ENSG00000231116
TTTY1	ENSG00000129845
RN7SL265P	ENSG00000241709
HMGB3P17	ENSG00000249400
MIP	ENSG00000135517
PUS1	ENSG00000177192
LINC00035	ENSG00000225969
ADAM1B	ENSG00000226469
CSRP2	ENSG00000175183
MIR3680-2	ENSG00000266758
SLC1A3	ENSG00000079215
CYB561D2	ENSG00000114395
SCML4	ENSG00000146285
KRT18P16	ENSG00000235275
SLC7A5P1	ENSG00000260727
HMGB1P29	ENSG00000250862
IL1A	ENSG00000115008
RN7SL567P	ENSG00000240203
CA5AP1	ENSG00000260133
MIR590	ENSG00000207741
COA1	ENSG00000106603
HHATL-AS1	ENSG00000230970
ARPC4-TTLL3	ENSG00000250151
RNU6-1070P	ENSG00000252538
SRRM1	ENSG00000133226
RNA5SP233	ENSG00000238391
LINC00524	ENSG00000259023
CCDC13-AS1	ENSG00000173811
LINC01006	ENSG00000182648
RN7SKP127	ENSG00000222375
LINC01170	ENSG00000253807
ADAM8	ENSG00000151651
HMGN2P15	ENSG00000214578
LINC01021	ENSG00000250337
ISM2	ENSG00000100593
LSAMP	ENSG00000185565
GALK1	ENSG00000108479
RN7SL586P	ENSG00000241487
SPRYD4	ENSG00000176422
BTF3L4	ENSG00000134717
SET	ENSG00000119335
RAMP2-AS1	ENSG00000197291
TRBV2	ENSG00000226660
RNA5SP428	ENSG00000201999
HNRNPA1P22	ENSG00000236459
LINC00920	ENSG00000246898
PHBP15	ENSG00000232210
ANKEF1	ENSG00000132623
KRBOX1-AS1	ENSG00000206552
ZNF227	ENSG00000131115
TTYH2	ENSG00000141540
B3GALT4	ENSG00000226936
ACTRT3	ENSG00000184378
ATP6V0A4	ENSG00000105929
PPTC7	ENSG00000196850
TRBV3-1	ENSG00000237702
DIO3OS	ENSG00000258498
CXorf23	ENSG00000173681
RNU6-419P	ENSG00000252839
CASC17	ENSG00000260785
MAU2	ENSG00000129933
TRBV4-1	ENSG00000211710
STOML3	ENSG00000133115
ALS2CR12	ENSG00000155749
RN7SL516P	ENSG00000242699
TTTY22	ENSG00000224075
STAG3L2	ENSG00000160828
TRBV5-1	ENSG00000211734
MBD3L1	ENSG00000170948
SLC25A3P2	ENSG00000258373
UBTFL6	ENSG00000228970
RNU7-154P	ENSG00000252003
COMT	ENSG00000093010
RSPH9	ENSG00000172426
C14orf169	ENSG00000255242
GIN1	ENSG00000145723
OXLD1	ENSG00000204237
WDR46	ENSG00000204221
ACO1	ENSG00000122729
TRBV6-1	ENSG00000211706
RN7SL627P	ENSG00000264485
MIR3657	ENSG00000266370
KLHL24	ENSG00000114796
RN7SL543P	ENSG00000265918
RBMY2NP	ENSG00000229208
MIR328	ENSG00000207948
NT5CP2	ENSG00000258408
AICDA	ENSG00000111732
XAGE1A	ENSG00000204379
TRBV7-1	ENSG00000211707
RN7SKP118	ENSG00000201201
MDC1	ENSG00000206481
RNU1-123P	ENSG00000239194
NT5CP1	ENSG00000258524
TRBV4-2	ENSG00000211745
ZNF526	ENSG00000167625
WRB	ENSG00000182093
TSPY18P	ENSG00000231874
PWWP2A	ENSG00000170234
ZSCAN9	ENSG00000137185
PDSS1	ENSG00000148459
CCDC137	ENSG00000185298
HHIPL1	ENSG00000182218
TRBV7-8	ENSG00000229200
FEZF1-AS1	ENSG00000230316
MIR4698	ENSG00000263838
NDUFB8P1	ENSG00000258972
PPA1	ENSG00000180817
RRAS2	ENSG00000133818
NFE2L2	ENSG00000116044
TRBV6-9	ENSG00000211732
TMEM204	ENSG00000131634
TRBV5-7	ENSG00000211731
PCED1B-AS1	ENSG00000247774
RNU6-240P	ENSG00000251907
CDY14P	ENSG00000226873
AP2A2	ENSG00000183020
TRBV7-7	ENSG00000253291
CD34	ENSG00000174059
TM2D3	ENSG00000184277
PROSER1	ENSG00000120685
FAM25D	ENSG00000214986
MIR4505	ENSG00000264741
GGT6	ENSG00000167741
GPBAR1	ENSG00000179921
ZNF524	ENSG00000171443
TRBV6-8	ENSG00000253534
SLC16A5	ENSG00000170190
FABP6	ENSG00000170231
ZNF865	ENSG00000261221
KCNMB3	ENSG00000171121
AAGAB	ENSG00000103591
GSK3A	ENSG00000105723
RNU6-909P	ENSG00000252867
ZNF784	ENSG00000179922
ZFYVE9	ENSG00000157077
MUC16	ENSG00000181143
GLS2	ENSG00000135423
AGER	ENSG00000234729
C10orf11	ENSG00000148655
TUBBP11	ENSG00000243195
TRIM5	ENSG00000132256
TOPBP1	ENSG00000163781
ZNF580	ENSG00000213015
LINC01125	ENSG00000228486
RWDD4P2	ENSG00000175741
SETDB1	ENSG00000143379
H3F3B	ENSG00000132475
SMTNL2	ENSG00000188176
RN7SL496P	ENSG00000242855
PPP2R3C	ENSG00000092020
RNU7-155P	ENSG00000238759
MYNN	ENSG00000085274
LSM2	ENSG00000224979
RNU6-305P	ENSG00000222563
TRH	ENSG00000170893
VARS	ENSG00000204394
ZNF595	ENSG00000197701
LSP1P3	ENSG00000162685
CCDC167	ENSG00000198937
CRAMP1L	ENSG00000007545
ZNF581	ENSG00000171425
MIR3157	ENSG00000266407
RNU4-31P	ENSG00000206938
RNU6-271P	ENSG00000200728
RN7SKP71	ENSG00000201428
TSPY13P	ENSG00000187657
TTLL3	ENSG00000214021
RPL7AP60	ENSG00000213152
VCAN	ENSG00000038427
ZNF518A	ENSG00000177853
CLIC1	ENSG00000230685
EHD3	ENSG00000013016
TMEM115	ENSG00000126062
MYO18A	ENSG00000196535
TTTY23	ENSG00000239225
RNA5SP90	ENSG00000201671
INHBA-AS1	ENSG00000224116
RBMY2OP	ENSG00000234950
SUCLG2P4	ENSG00000249226
OR1M1	ENSG00000170929
PFAS	ENSG00000178921
AGPAT1	ENSG00000228892
ARID5A	ENSG00000196843
EEF1D	ENSG00000104529
HMGN2P30	ENSG00000213721
AOC4P	ENSG00000260105
MIR1302-1	ENSG00000221560
OR7G2	ENSG00000170923
RPS4Y2	ENSG00000157828
LINC01152	ENSG00000256124
TCP1P1	ENSG00000229161
C11orf57	ENSG00000150776
XAGE2	ENSG00000185751
CCDC106	ENSG00000173581
RBMY2QP	ENSG00000236718
OR7G1	ENSG00000161807
MIR4494	ENSG00000264906
SPTLC2	ENSG00000100596
MAP7D2	ENSG00000184368
OR7G3	ENSG00000170920
HSPA1L	ENSG00000226704
SMTN	ENSG00000183963
MNX1-AS2	ENSG00000235029
PKN3	ENSG00000160447
MNX1-AS1	ENSG00000243479
AAMP	ENSG00000127837
SEC63	ENSG00000025796
SRD5A2	ENSG00000049319
PTRHD1	ENSG00000184924
CDH1	ENSG00000039068
ZNF732	ENSG00000186777
CDKN1C	ENSG00000129757
RNU7-4P	ENSG00000252770
MOG	ENSG00000234623
ATP6V1G2	ENSG00000227587
GLRX	ENSG00000173221
IL1B	ENSG00000125538
PRELID2P1	ENSG00000257336
HSPA1A	ENSG00000235941
NHLRC3	ENSG00000188811
ZNF317	ENSG00000130803
KIAA0195	ENSG00000177728
MDGA1	ENSG00000112139
E2F7	ENSG00000165891
ZKSCAN4	ENSG00000187626
MBTD1	ENSG00000011258
GLRA3	ENSG00000145451
HSPA1B	ENSG00000232804
TARSL2	ENSG00000185418
LCA5L	ENSG00000157578
CYorf17	ENSG00000183146
RN7SL804P	ENSG00000266185
TRBV5-6	ENSG00000211728
DHX16	ENSG00000233418
HECW1-IT1	ENSG00000181211
TRBV7-6	ENSG00000211727
CPSF3L	ENSG00000127054
RN7SL517P	ENSG00000241939
SNAP25	ENSG00000132639
PLXNA2	ENSG00000076356
SNRK-AS1	ENSG00000234617
PTPN12	ENSG00000127947
MIR3943	ENSG00000264069
TRBV6-7	ENSG00000253188
XDH	ENSG00000158125
RNU7-35P	ENSG00000252983
LINC00671	ENSG00000213373
RNU6-575P	ENSG00000223258
SYCP2L	ENSG00000153157
C9	ENSG00000113600
RBMY1B	ENSG00000242875
TIMM8B	ENSG00000150779
TRBV5-5	ENSG00000211725
PGA5	ENSG00000256713
KARSP3	ENSG00000262962
C6orf48	ENSG00000234728
STAG2	ENSG00000101972
INTS10	ENSG00000104613
CCND3	ENSG00000112576
CDIPT-AS1	ENSG00000214725
TRBV6-6	ENSG00000211724
RNU6-359P	ENSG00000202336
TRBV5-4	ENSG00000230099
SLFN12L	ENSG00000205045
RNU6-287P	ENSG00000252039
RNY4P2	ENSG00000200510
LIG1	ENSG00000105486
SLC22A18AS	ENSG00000254827
LHFP	ENSG00000183722
TRBV7-4	ENSG00000253409
COL6A5	ENSG00000172752
CACFD1	ENSG00000260502
LRIG1	ENSG00000144749
TRBV6-5	ENSG00000211721
LINC00882	ENSG00000242759
TRBV10-2	ENSG00000229769
TRBV11-1	ENSG00000211720
RN7SL530P	ENSG00000239910
DDX58	ENSG00000107201
ATP5C1	ENSG00000165629
NSMCE4A	ENSG00000107672
SDHD	ENSG00000204370
CENPO	ENSG00000138092
TRBV10-1	ENSG00000211717
OR7D2	ENSG00000188000
RPS12P27	ENSG00000240435
OR7D4	ENSG00000174667
CC2D1B	ENSG00000154222
TRBV9	ENSG00000211716
UBL5P1	ENSG00000248418
SUB1P2	ENSG00000258737
STARD9	ENSG00000159433
OR7E24	ENSG00000237521
KRT18P52	ENSG00000237007
TUBB	ENSG00000183311
MLLT4	ENSG00000130396
TRBV5-3	ENSG00000211715
HPS6	ENSG00000166189
LRRC18	ENSG00000165383
RPS2P2	ENSG00000177776
ERF	ENSG00000105722
ZNF235	ENSG00000159917
HN1L	ENSG00000206053
SNRPA	ENSG00000077312
TRBV7-3	ENSG00000211714
ZNF699	ENSG00000196110
ANXA2	ENSG00000182718
MIR3913-1	ENSG00000264405
SOX9-AS1	ENSG00000234899
TRBV6-4	ENSG00000211713
COG6	ENSG00000133103
VSTM4	ENSG00000165633
MTPAP	ENSG00000107951
TRBV19	ENSG00000211746
STMND1	ENSG00000230873
MIR4709	ENSG00000265649
AK2P2	ENSG00000242272
SNORD3B-1	ENSG00000265185
RAP1AP	ENSG00000258769
LGI1	ENSG00000108231
NEU1	ENSG00000228691
LDB1	ENSG00000198728
TRBV20-1	ENSG00000211747
MYO19	ENSG00000141140
KIAA0319	ENSG00000137261
TRBV23-1	ENSG00000211749
ZNF85	ENSG00000262562
ZDHHC12	ENSG00000160446
SNORD3B-2	ENSG00000262074
RN7SKP207	ENSG00000223136
PARD3	ENSG00000148498
SH3BGR	ENSG00000185437
EP400	ENSG00000183495
ZNF233	ENSG00000159915
DLX1	ENSG00000144355
FBXO9	ENSG00000112146
SRCIN1	ENSG00000017373
MAT1A	ENSG00000151224
SLC22A18	ENSG00000110628
TUBG1P	ENSG00000237972
LINC00511	ENSG00000227036
ARVCF	ENSG00000099889
POLR2J4	ENSG00000214783
TCTN1	ENSG00000204852
ZNF559	ENSG00000188321
DDX50P1	ENSG00000229816
BLVRA	ENSG00000106605
RPL19P11	ENSG00000241668
RN7SL142P	ENSG00000266453
TMEM168	ENSG00000146802
CSE1L	ENSG00000124207
U2AF2	ENSG00000063244
RNU6-647P	ENSG00000201113
SLX1A-SULT1A3	ENSG00000213599
SLC12A6	ENSG00000140199
SLFN14	ENSG00000236320
NPM1P25	ENSG00000229417
MIR153-2	ENSG00000207960
ZNF430	ENSG00000263249
GATAD2A	ENSG00000167491
RNF34	ENSG00000170633
KSR1	ENSG00000141068
CCNJL	ENSG00000135083
IQCH	ENSG00000103599
ZNF112	ENSG00000062370
B3GALT5	ENSG00000183778
KYNUP2	ENSG00000265746
NKAPL	ENSG00000189134
RPL21P4	ENSG00000240828
CDAN1	ENSG00000140326
ZCCHC10	ENSG00000155329
ZER1	ENSG00000160445
NBR2	ENSG00000198496
PEX12	ENSG00000108733
XAGE1C	ENSG00000183461
CLIC4	ENSG00000169504
MIA-RAB4B	ENSG00000268975
EIF1AX	ENSG00000173674
SNORD3D	ENSG00000262202
C21orf88	ENSG00000184809
EZH2	ENSG00000106462
PGBD1	ENSG00000137338
RPUSD3	ENSG00000156990
ABHD5	ENSG00000011198
KITLG	ENSG00000049130
ASNSD1	ENSG00000138381
RBM24	ENSG00000112183
ARMC12	ENSG00000157343
DLX2	ENSG00000115844
IGSF5	ENSG00000183067
C1QTNF2	ENSG00000145861
CDC42SE2	ENSG00000158985
NPM1P26	ENSG00000235677
SLC44A4	ENSG00000235336
TCEB1P16	ENSG00000227915
RNA5SP324	ENSG00000202047
ARL16	ENSG00000214087
MAPK8IP3	ENSG00000138834
PPP4C	ENSG00000149923
LRCOL1	ENSG00000204583
RNU6-1262P	ENSG00000252026
RNU6-1274P	ENSG00000207287
RPL13AP5	ENSG00000236552
TOPORS	ENSG00000197579
KYNUP1	ENSG00000261987
SNX11	ENSG00000002919
RNU4-30P	ENSG00000222177
IGSF11	ENSG00000144847
RPL35AP33	ENSG00000241334
SNORD3A	ENSG00000263934
MIR607	ENSG00000207976
RASA4CP	ENSG00000228903
HMGN2P35	ENSG00000232875
HK2	ENSG00000159399
PRYP3	ENSG00000169763
MIR4307	ENSG00000265165
TRIM22	ENSG00000132274
ANK1	ENSG00000029534
PPIP5K2	ENSG00000145725
PCP4	ENSG00000183036
FOXO1	ENSG00000150907
TNFRSF21	ENSG00000146072
CAMK1G	ENSG00000008118
SP140L	ENSG00000185404
COPB1	ENSG00000129083
NDUFB6	ENSG00000165264
URGCP-MRPS24	ENSG00000270617
RN7SL215P	ENSG00000242201
MYO6	ENSG00000196586
LINC00645	ENSG00000258548
RNA5SP316	ENSG00000222100
C5orf27	ENSG00000236882
MRPS24	ENSG00000062582
ZSCAN31	ENSG00000235109
ALOX15	ENSG00000161905
VWCE	ENSG00000167992
MIA	ENSG00000261857
MRPS31	ENSG00000102738
TANGO6	ENSG00000103047
KCNN2	ENSG00000080709
RNF5	ENSG00000227277
RNU4-65P	ENSG00000222405
KCNJ3	ENSG00000162989
ADAM29	ENSG00000168594
HTR7	ENSG00000148680
ZNF141	ENSG00000131127
FAM83G	ENSG00000188522
ALOX5	ENSG00000012779
RPS15AP32	ENSG00000242461
TSPY20P	ENSG00000243643
CIC	ENSG00000079432
GVQW1	ENSG00000241043
TBC1D13	ENSG00000107021
RPS26P31	ENSG00000235459
TSPY5P	ENSG00000225685
SLC2A6	ENSG00000261768
TRBV24-1	ENSG00000211750
ELL2	ENSG00000118985
ADCY3	ENSG00000138031
MTRNR2L6	ENSG00000270672
NPFFR1	ENSG00000148734
MRPS18A	ENSG00000096080
TAF1L	ENSG00000122728
TRBV25-1	ENSG00000211751
TRAK2	ENSG00000115993
TMEM215	ENSG00000188133
RNA5SP518	ENSG00000251766
RNU7-114P	ENSG00000238487
RPS6KA3	ENSG00000177189
ORC1	ENSG00000085840
DYDC1	ENSG00000170788
SLC25A15	ENSG00000102743
RAB4B	ENSG00000167578
LYPLA1P1	ENSG00000223595
CERS2	ENSG00000143418
RNA5SP379	ENSG00000201469
ZNF721	ENSG00000182903
BNIP3P1	ENSG00000197358
FCF1P3	ENSG00000239997
MTND4P16	ENSG00000241787
CIDEC	ENSG00000187288
RNA5SP519	ENSG00000252289
RPS11P5	ENSG00000232888
DSCAM	ENSG00000171587
MTND3P6	ENSG00000242214
C5orf54	ENSG00000221886
URGCP	ENSG00000106608
XKRYP3	ENSG00000236620
RNU6-327P	ENSG00000252079
USP9YP25	ENSG00000224866
RPL26P3	ENSG00000240179
RNLS	ENSG00000184719
MTND5P16	ENSG00000243658
MTND6P6	ENSG00000240034
LAMB3	ENSG00000196878
OR4F6	ENSG00000184140
MTND1P16	ENSG00000239586
INPP5J	ENSG00000185133
USP9YP29	ENSG00000232424
MTND2P14	ENSG00000240796
TF	ENSG00000091513
ALKBH1	ENSG00000100601
RNU6-1308P	ENSG00000252626
OR4F15	ENSG00000182854
TMEM213	ENSG00000214128
MIR595	ENSG00000207637
NR4A2	ENSG00000153234
CYP46A1	ENSG00000036530
OR4F4	ENSG00000177693
FAM170B	ENSG00000172538
TTBK2	ENSG00000128881
LINC00887	ENSG00000214145
LINC01022	ENSG00000232715
TSSK6	ENSG00000178093
MIR5707	ENSG00000265598
ZNF559-ZNF177	ENSG00000270011
ZNF639	ENSG00000121864
THAP5P1	ENSG00000224324
SLU7	ENSG00000164609
GPM6A	ENSG00000150625
KRT23	ENSG00000263309
NEUROD4	ENSG00000123307
LINC00689	ENSG00000231419
LINC00884	ENSG00000233058
RBMY1A1	ENSG00000234414
PCMTD1P1	ENSG00000226061
EIF4A1P12	ENSG00000257662
CDC27P2	ENSG00000237447
LINC00854	ENSG00000236383
MKKS	ENSG00000125863
RNU6-1101P	ENSG00000252053
RNU6-978P	ENSG00000201241
HAS3	ENSG00000103044
JAGN1	ENSG00000171135
ELF1	ENSG00000120690
UTP18	ENSG00000011260
TMEM44-AS1	ENSG00000231770
RNA5-8SP6	ENSG00000251705
TANGO2	ENSG00000183597
GRAP	ENSG00000154016
ANXA4	ENSG00000196975
RNU7-61P	ENSG00000251706
MIR4518	ENSG00000266305
ZNF285	ENSG00000267508
MAPRE3	ENSG00000084764
SLIRP	ENSG00000119705
CYP20A1	ENSG00000119004
ARMC7	ENSG00000125449
YEATS2	ENSG00000163872
EGR4	ENSG00000135625
AGPS	ENSG00000018510
PRPF38A	ENSG00000134748
ENDOG	ENSG00000167136
ATP6AP1	ENSG00000071553
MUC6	ENSG00000184956
DAB2	ENSG00000153071
TOPAZ1	ENSG00000173769
RNU6-790P	ENSG00000207208
RNU6-296P	ENSG00000207338
SLX4IP	ENSG00000149346
ANKAR	ENSG00000151687
NDUFA13	ENSG00000186010
DUX4L16	ENSG00000258567
RNU4-36P	ENSG00000201164
RAB35	ENSG00000111737
ZNF229	ENSG00000167383
DUX4L17	ENSG00000259154
SATB2	ENSG00000119042
RNU6-11P	ENSG00000201104
HYALP1	ENSG00000228211
G0S2	ENSG00000123689
WBP4	ENSG00000120688
C9orf114	ENSG00000198917
TBX6	ENSG00000149922
BTF3P2	ENSG00000258282
AGXT2	ENSG00000113492
OR9K2	ENSG00000170605
PIGG	ENSG00000174227
PSMA1	ENSG00000129084
EPN1	ENSG00000063245
CD2AP	ENSG00000198087
APTX	ENSG00000137074
KANSL3	ENSG00000114982
HSD11B1	ENSG00000117594
SPAG5	ENSG00000076382
OR10A7	ENSG00000179919
JAG1	ENSG00000101384
SMARCD1	ENSG00000066117
OR6C74	ENSG00000197706
DPP10	ENSG00000175497
OR6C6	ENSG00000188324
NME3	ENSG00000103024
C10orf128	ENSG00000204161
ZNF180	ENSG00000167384
KIF25	ENSG00000125337
FLOT1	ENSG00000206480
CRYGS	ENSG00000213139
SERF1A	ENSG00000172058
ANKRD13D	ENSG00000172932
RNU6-367P	ENSG00000252980
PMS2P5	ENSG00000123965
CHTF8	ENSG00000168802
RAB4B-EGLN2	ENSG00000171570
MIR138-1	ENSG00000207954
TRBV27	ENSG00000211752
ZNF177	ENSG00000188629
IL17RE	ENSG00000163701
FAHD2P1	ENSG00000257302
TRBV28	ENSG00000211753
CNKSR2	ENSG00000149970
CACNA2D2	ENSG00000007402
ZFAND3	ENSG00000156639
TRBV29-1	ENSG00000232869
PIP5K1P2	ENSG00000229435
RNU6-689P	ENSG00000206924
NFKBIL1	ENSG00000234530
CLPSL2	ENSG00000196748
ITGA6	ENSG00000091409
LIMS3L	ENSG00000256671
PELP1	ENSG00000141456
EHMT2	ENSG00000232045
PRSS1	ENSG00000204983
RNU6-416P	ENSG00000252074
GAREM	ENSG00000141441
PLA2G3	ENSG00000100078
TCAIM	ENSG00000179152
SLC39A7	ENSG00000229802
UBR1	ENSG00000159459
LCN1P1	ENSG00000261585
KIAA1549	ENSG00000122778
NLRP9	ENSG00000185792
RBM12B	ENSG00000183808
ALMS1	ENSG00000116127
LINC00910	ENSG00000188825
OR56B1	ENSG00000181023
KRT39	ENSG00000262164
OR52N4	ENSG00000181074
HIF1AP1	ENSG00000258978
NCAM1	ENSG00000262279
DYDC2	ENSG00000133665
RNU4ATAC14P	ENSG00000252013
OR52N5	ENSG00000181009
LCN1P2	ENSG00000261016
BACE2	ENSG00000182240
TBCCD1	ENSG00000113838
EGLN2	ENSG00000269858
OR52N1	ENSG00000181001
RNF185	ENSG00000138942
OR52N2	ENSG00000180988
LINC00883	ENSG00000243701
C4orf32	ENSG00000174749
YPEL3	ENSG00000090238
DUX4L18	ENSG00000259029
C20orf187	ENSG00000125899
TRBJ2-1	ENSG00000211764
HAUS8P1	ENSG00000257300
RBM12B-AS1	ENSG00000212998
YJEFN3	ENSG00000250067
BCCIP	ENSG00000107949
DUX4L19	ENSG00000258991
FRMD1	ENSG00000153303
MRPS34	ENSG00000074071
RFPL4A	ENSG00000223638
IGSF23	ENSG00000216588
GLULP5	ENSG00000257915
CLPSL1	ENSG00000204140
HSPA4	ENSG00000170606
TRBJ2-2	ENSG00000211765
PABPC1P5	ENSG00000270455
TRBJ2-2P	ENSG00000211766
RFPL4AL1	ENSG00000229292
TRBJ2-3	ENSG00000211767
LINC00694	ENSG00000225873
SLC35G1	ENSG00000176273
STAU1	ENSG00000124214
MEP1B	ENSG00000141434
C7orf60	ENSG00000164603
AP1AR	ENSG00000138660
TRBJ2-4	ENSG00000211768
HGS	ENSG00000185359
CCBL1	ENSG00000171097
TRAF3IP3	ENSG00000009790
EI24P3	ENSG00000214825
RNA5SP387	ENSG00000201096
SMAD5	ENSG00000113658
TRIM36	ENSG00000152503
OR52E6	ENSG00000205409
TRBJ2-5	ENSG00000211769
TRBJ2-6	ENSG00000211770
RNU6-1137P	ENSG00000252882
LIPJ	ENSG00000204022
OR52E8	ENSG00000183269
IL18	ENSG00000150782
HMHB1	ENSG00000158497
MPRIPP1	ENSG00000214820
BTBD3	ENSG00000132640
OR52E4	ENSG00000180974
TRBJ2-7	ENSG00000211771
ZNF197-AS1	ENSG00000233509
SP100	ENSG00000067066
KBTBD6	ENSG00000165572
TRBC2	ENSG00000211772
OR56A3	ENSG00000184478
SOCS5P3	ENSG00000235805
LRRC34	ENSG00000171757
MIR564	ENSG00000207783
TRBV30	ENSG00000237254
ANXA9	ENSG00000143412
KBTBD7	ENSG00000120696
TBX5-AS1	ENSG00000255399
RPL12P44	ENSG00000227123
RGPD6	ENSG00000183054
PCSK1	ENSG00000175426
RNU5B-3P	ENSG00000252410
RN7SL472P	ENSG00000240457
RPS24P8	ENSG00000224094
ZCCHC11	ENSG00000134744
RNU6-244P	ENSG00000212330
GPR85	ENSG00000164604
YIPF5	ENSG00000145817
MIR4309	ENSG00000266015
KLHL14	ENSG00000197705
LARS2-AS1	ENSG00000232455
EME2	ENSG00000197774
AGER	ENSG00000237405
RN7SL546P	ENSG00000239224
LIMD1-AS1	ENSG00000230530
IKZF3	ENSG00000161405
KDM2B	ENSG00000089094
PVR	ENSG00000073008
NLRP11	ENSG00000179873
RNU6-1316P	ENSG00000206969
MSH5-SAPCD1	ENSG00000254405
RNU6-1043P	ENSG00000222287
RPL13P6	ENSG00000213176
SNORA30	ENSG00000206755
UNK	ENSG00000132478
LINC00677	ENSG00000259717
MTRF1	ENSG00000120662
TEX12	ENSG00000150783
NT5C	ENSG00000125458
LTA	ENSG00000238130
RPL21P12	ENSG00000259535
SSH3	ENSG00000172830
SLC4A2	ENSG00000164889
TMEM67	ENSG00000164953
GCSHP2	ENSG00000259525
GCM1	ENSG00000137270
NAV3	ENSG00000067798
ZNF266	ENSG00000174652
LINC00605	ENSG00000251533
KRT40	ENSG00000262845
MARCH8	ENSG00000165406
RPL32P33	ENSG00000243514
RPL21P13	ENSG00000242837
RN7SKP180	ENSG00000200783
AP2B1	ENSG00000006125
RAP2CP1	ENSG00000270938
EPHB6	ENSG00000106123
C3orf30	ENSG00000163424
POLR3KP2	ENSG00000265469
ZBTB12	ENSG00000237900
KRTAP3-3	ENSG00000263101
OR6C1	ENSG00000205330
C15orf61	ENSG00000189227
LIMK2	ENSG00000182541
KRTAP3-2	ENSG00000263296
RNU6-428P	ENSG00000199812
PLSCR5-AS1	ENSG00000241457
KRTAP3-1	ENSG00000262068
TCF15	ENSG00000125878
RN7SL145P	ENSG00000244357
CIRH1A	ENSG00000141076
SPSB3	ENSG00000162032
KRTAP1-5	ENSG00000261862
AHI1	ENSG00000135541
NRBF2P2	ENSG00000226933
KRTAP1-4	ENSG00000263242
C19orf68	ENSG00000185453
FLT1P1	ENSG00000229515
MUC2	ENSG00000198788
KRTAP1-3	ENSG00000262347
NANOGNBP2	ENSG00000256563
KLHL34	ENSG00000185915
RNU4ATAC12P	ENSG00000252269
KRTAP1-1	ENSG00000262808
FAM3B	ENSG00000183844
RNU1-97P	ENSG00000252681
SRXN1	ENSG00000271303
ELOVL5	ENSG00000012660
OR6C3	ENSG00000205329
NME9	ENSG00000181322
KRTAP2-1	ENSG00000261852
HSD17B8	ENSG00000225312
OR52L1	ENSG00000183313
WDR17	ENSG00000150627
GDPD3	ENSG00000102886
RAB9AP1	ENSG00000232910
OR6C75	ENSG00000187857
XAGE1D	ENSG00000204376
SMPX	ENSG00000091482
OR56A4	ENSG00000183389
XXYLT1-AS1	ENSG00000233303
KRTAP2-3	ENSG00000262862
OR6C65	ENSG00000205328
MIR3137	ENSG00000265333
OR56A1	ENSG00000180934
RN7SL36P	ENSG00000244314
BTBD9	ENSG00000183826
SCRT2	ENSG00000215397
OR6C76	ENSG00000185821
XXYLT1-AS2	ENSG00000230266
TIFA	ENSG00000145365
FAM134C	ENSG00000141699
ZNF114	ENSG00000178150
OR56B4	ENSG00000180919
IL37	ENSG00000125571
OR6C2	ENSG00000179695
RNU6-25P	ENSG00000206600
OR56B3P	ENSG00000180913
RNU6-470P	ENSG00000251763
OR6C70	ENSG00000184954
OR52B1P	ENSG00000180909
BCO2	ENSG00000197580
MIR2117	ENSG00000267151
OR52B2	ENSG00000255307
